PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Full Text Link
22835464,Burton's line,"Babu MS, Murthy KV, Sasidharan S.",Am J Med. 2012 Oct;125(10):963-4. doi: 10.1016/j.amjmed.2012.04.004. Epub 2012 Jul 24.,Babu MS,Am J Med,2012,28/07/12,,,10.1016/j.amjmed.2012.04.004,https://linkinghub.elsevier.com/retrieve/pii/S0002-9343(12)00286-0
31000990,Linking Prameha etiology with diabetes mellitus: Inferences from a matched case-control study,"Rastogi S, Pandey N, Sachdev K.",Ayu. 2018 Jul-Sep;39(3):139-145. doi: 10.4103/ayu.AYU_106_18.,Rastogi S,Ayu,2018,20/04/19,PMC6454911,,10.4103/ayu.AYU_106_18,http://www.ayujournal.org/article.asp?issn=0974-8520;year=2018;volume=39;issue=3;spage=139;epage=145;aulast=Rastogi
32345272,In vitro enzyme inhibitory and cytotoxic studies with Evolvulus alsinoides (Linn.) Linn. Leaf extract: a plant from Ayurveda recognized as Dasapushpam for the management of Alzheimer's disease and diabetes mellitus,"Mettupalayam Kaliyannan Sundaramoorthy P, Kilavan Packiam K.",BMC Complement Med Ther. 2020 Apr 28;20(1):129. doi: 10.1186/s12906-020-02922-7.,Mettupalayam Kaliyannan Sundaramoorthy P,BMC Complement Med Ther,2020,30/04/20,PMC7189705,,10.1186/s12906-020-02922-7,https://bmccomplementmedtherapies.biomedcentral.com/articles/10.1186/s12906-020-02922-7
29076426,Swertia chirata: A Comprehensive Review with Recent Advances,"Jauhari N, Bharadvaja N, Sharma N.",Curr Pharm Biotechnol. 2017;18(9):730-739. doi: 10.2174/1389201018666171026153515.,Jauhari N,Curr Pharm Biotechnol,2017,28/10/17,,,10.2174/1389201018666171026153515,https://www.eurekaselect.com/156591/article
36384710,Prameha purvaroopa as diabetes risk predictor - trends from a retrospective cohort study of newly diagnosed type 2 diabetes patients,"Rastogi S, Singh N, Gutch M, Bhattacharya A.",J Ayurveda Integr Med. 2023 Jan-Feb;14(1):100671. doi: 10.1016/j.jaim.2022.100671. Epub 2022 Nov 13.,Rastogi S,J Ayurveda Integr Med,2023,17/11/22,PMC10105213,,10.1016/j.jaim.2022.100671,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(22)00130-9
24600198,A review on Insulin plant (Costus igneus Nak),"Hegde PK, Rao HA, Rao PN.",Pharmacogn Rev. 2014 Jan;8(15):67-72. doi: 10.4103/0973-7847.125536.,Hegde PK,Pharmacogn Rev,2014,07/03/14,PMC3931203,,10.4103/0973-7847.125536,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/24600198/
24819477,Preserving neural retina through re-emerging herbal interventions,"Anand A, Modgil S, Sharma VL, Shri R, Kaushik S.",J Cell Biochem. 2014 Oct;115(10):1659-68. doi: 10.1002/jcb.24840.,Anand A,J Cell Biochem,2014,14/05/14,,,10.1002/jcb.24840,https://doi.org/10.1002/jcb.24840
16678368,Leads from Indian medicinal plants with hypoglycemic potentials,"Mukherjee PK, Maiti K, Mukherjee K, Houghton PJ.",J Ethnopharmacol. 2006 Jun 15;106(1):1-28. doi: 10.1016/j.jep.2006.03.021. Epub 2006 Apr 3.,Mukherjee PK,J Ethnopharmacol,2006,09/05/06,,,10.1016/j.jep.2006.03.021,https://linkinghub.elsevier.com/retrieve/pii/S0378-8741(06)00165-6
37080903,Effect of Tinospora cordifolia on gestational diabetes mellitus and its complications,"Rani R, Chitme H, Sharma AK.",Women Health. 2023 May-Jun;63(5):359-369. doi: 10.1080/03630242.2023.2197083. Epub 2023 Apr 20.,Rani R,Women Health,2023,20/04/23,,,10.1080/03630242.2023.2197083,No full text link found
37084136,Severe anemia and massive proteinuria in a boy with diabetes mellitus: Answers,"Aksoy GK, Koyun M, Çomak E, Akman S.",Pediatr Nephrol. 2023 Sep;38(9):2997-2999. doi: 10.1007/s00467-023-05972-4. Epub 2023 Apr 21.,Aksoy GK,Pediatr Nephrol,2023,21/04/23,,,10.1007/s00467-023-05972-4,https://dx.doi.org/10.1007/s00467-023-05972-4
37084135,Severe anemia and massive proteinuria in a boy with diabetes mellitus: Questions,"Aksoy GK, Koyun M, Çomak E, Akman S.",Pediatr Nephrol. 2023 Sep;38(9):2995-2996. doi: 10.1007/s00467-023-05970-6. Epub 2023 Apr 21.,Aksoy GK,Pediatr Nephrol,2023,21/04/23,,,10.1007/s00467-023-05970-6,https://dx.doi.org/10.1007/s00467-023-05970-6
32351180,"Tinospora cordifolia (Giloy): Phytochemistry, Ethnopharmacology, Clinical Application and Conservation Strategies","Kumar P, Kamle M, Mahato DK, Bora H, Sharma B, Rasane P, Bajpai VK.",Curr Pharm Biotechnol. 2020;21(12):1165-1175. doi: 10.2174/1389201021666200430114547.,Kumar P,Curr Pharm Biotechnol,2020,01/05/20,,,10.2174/1389201021666200430114547,https://www.eurekaselect.com/181533/article
38658284,A review of whole-medical systems and holistic care approach for type 2 diabetes and associated metabolic syndrome,"Makoni L, Manduna IT, Mbiriri AL.",J Integr Med. 2024 May;22(3):199-209. doi: 10.1016/j.joim.2024.04.001. Epub 2024 Apr 10.,Makoni L,J Integr Med,2024,24/04/24,,,10.1016/j.joim.2024.04.001,https://linkinghub.elsevier.com/retrieve/pii/S2095-4964(24)00048-7
38275040,Traditional Herbal Medications Utilized in the Indian Medical System forthe Management of Diabetes: An Updated Review and Clinical Implications,"Sachan K, Verma S, Arora K, Bharti U, Singh PK, Singh S.",Curr Diabetes Rev. 2024;20(9):e230124226017. doi: 10.2174/0115733998273029231121094725.,Sachan K,Curr Diabetes Rev,2024,26/01/24,,,10.2174/0115733998273029231121094725,No full text link found
19140092,Herbal remedies and other complementary and alternative treatments for diabetes mellitus,Schatz H.,Exp Clin Endocrinol Diabetes. 2009 Jan;117(1):1-2. doi: 10.1055/s-0028-1083823. Epub 2009 Jan 12.,Schatz H,Exp Clin Endocrinol Diabetes,2009,14/01/09,,,10.1055/s-0028-1083823,https://www.thieme-connect.com/DOI/DOI?10.1055/s-0028-1083823
32386487,Bioactive Molecules from the Alpinia Genus: A Comprehensive Review,"Dash S, Panda MK, Singh MC, Jit BP, Singh YD, Patra JK.",Curr Pharm Biotechnol. 2020;21(14):1412-1421. doi: 10.2174/1389201021666200510002409.,Dash S,Curr Pharm Biotechnol,2020,11/05/20,,,10.2174/1389201021666200510002409,No full text link found
20198174,Phyto-mellitus: a phyto-chemical database for diabetes,"Middha SK, Mittal Y, Ushal T, Kumar D, Srinivasan R, Vashisth L, Bhattacahrgae B, Nagaveni MB.",Bioinformation. 2009 Aug 26;4(2):78-9. doi: 10.6026/97320630004078.,Middha SK,Bioinformation,2009,04/03/10,PMC2823386,,10.6026/97320630004078,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/20198174/
25363651,An ethnographic study of diabetes health beliefs and practices in Sri Lankan adults,"Amarasekara AA, Fongkaew W, Turale S, Wimalasekara SW, Chanprasit C.",Int Nurs Rev. 2014 Dec;61(4):507-14. doi: 10.1111/inr.12136. Epub 2014 Nov 2.,Amarasekara AA,Int Nurs Rev,2014,04/11/14,,,10.1111/inr.12136,https://doi.org/10.1111/inr.12136
34611786,Severe Lead Toxicity Due to Ayurvedic Medicine in a Child with Type 1 Diabetes Mellitus,"Roy K, Sharma R, Gupta P, Jain V.",Indian J Pediatr. 2022 Jan;89(1):89-90. doi: 10.1007/s12098-021-03951-x. Epub 2021 Oct 6.,Roy K,Indian J Pediatr,2022,06/10/21,,,10.1007/s12098-021-03951-x,https://dx.doi.org/10.1007/s12098-021-03951-x
17569205,Curcumin: the Indian solid gold,"Aggarwal BB, Sundaram C, Malani N, Ichikawa H.",Adv Exp Med Biol. 2007;595:1-75. doi: 10.1007/978-0-387-46401-5_1.,Aggarwal BB,Adv Exp Med Biol,2007,16/06/07,,,10.1007/978-0-387-46401-5_1,https://dx.doi.org/10.1007/978-0-387-46401-5_1
33378775,Recent Therapeutic Interventions of Fenugreek Seed: A Mechanistic Approach,"Idris S, Mishra A, Khushtar M.",Drug Res (Stuttg). 2021 Apr;71(4):180-192. doi: 10.1055/a-1320-0479. Epub 2020 Dec 30.,Idris S,Drug Res (Stuttg),2021,30/12/20,,,10.1055/a-1320-0479,https://www.thieme-connect.com/DOI/DOI?10.1055/a-1320-0479
36438527,Anthropometric Indices and Type 2 Diabetes Mellitus as a Risk Factor in Predicting Nonalcoholic Fatty Liver Disease - A Prospective Study in Indian Population,"Suvarna R, Nasir MA, Stanley W, Prabhu MM.",Indian J Community Med. 2022 Jul-Sep;47(3):386-390. doi: 10.4103/ijcm.ijcm_1213_21. Epub 2022 Oct 10.,Suvarna R,Indian J Community Med,2022,28/11/22,PMC9693963,,10.4103/ijcm.ijcm_1213_21,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/36438527/
22808523,Phyto-chemical and pharmacological applications of Berberis aristata,"Potdar D, Hirwani RR, Dhulap S.",Fitoterapia. 2012 Jul;83(5):817-30. doi: 10.1016/j.fitote.2012.04.012.,Potdar D,Fitoterapia,2012,19/07/12,,,10.1016/j.fitote.2012.04.012,https://linkinghub.elsevier.com/retrieve/pii/S0367-326X(12)00119-0
17484443,[Unconventional antidiabetic agents],Rustenbeck I.,Med Monatsschr Pharm. 2007 Apr;30(4):131-7.,Rustenbeck I,Med Monatsschr Pharm,2007,09/05/07,,,,No full text link found
35796441,Antiapoptotic and antioxidative efficacy of rhizomes of Curcuma amada on the management of diabetes-induced male infertility in albino rat: An effective fraction selection study,"Sarkar R, Mitra D, Ghosh P, Ghosh D.",J Food Biochem. 2022 Oct;46(10):e14290. doi: 10.1111/jfbc.14290. Epub 2022 Jul 7.,Sarkar R,J Food Biochem,2022,07/07/22,,,10.1111/jfbc.14290,https://doi.org/10.1111/jfbc.14290
35168075,Triphala churna ameliorates retinopathy in diabetic rats,"Suryavanshi SV, Barve K, Utpat SV, Kulkarni YA.",Biomed Pharmacother. 2022 Apr;148:112711. doi: 10.1016/j.biopha.2022.112711. Epub 2022 Feb 12.,Suryavanshi SV,Biomed Pharmacother,2022,15/02/22,,,10.1016/j.biopha.2022.112711,https://linkinghub.elsevier.com/retrieve/pii/S0753-3322(22)00099-3
26142534,Review: Diverse pharmacological properties of Cinnamomum cassia: A review,"Zaidi SF, Aziz M, Muhammad JS, Kadowaki M.",Pak J Pharm Sci. 2015 Jul;28(4):1433-8.,Zaidi SF,Pak J Pharm Sci,2015,06/07/15,,,,No full text link found
32021386,Role of AYUSH Therapies in Modern Medicine: A Qualitative Study to Explore the Awareness and Attitudes of Doctors Towards the Utilization of Alternate System of Medicine for Diabetes Mellitus,"Ojha A, Ojha U, Ojha H, Chandrashekar A, Mohammed R, Trivedi R, Ugaonkar S, Desai M, Sreevidya R, Sahu P.",Int J Gen Med. 2020 Jan 13;13:1-8. doi: 10.2147/IJGM.S220444. eCollection 2020.,Ojha A,Int J Gen Med,2020,06/02/20,PMC6968815,,10.2147/IJGM.S220444,https://dx.doi.org/10.2147/IJGM.S220444
35171435,Severe Lead Toxicity Due to Ayurvedic Medicine in a Child with Type 1 Diabetes Mellitus: Correspondence,"Varghese T, Vijayakumar S, Boban N, R SS, L V, Robin DT, M VR.",Indian J Pediatr. 2022 Jun;89(6):633. doi: 10.1007/s12098-022-04088-1. Epub 2022 Feb 16.,Varghese T,Indian J Pediatr,2022,16/02/22,,,10.1007/s12098-022-04088-1,https://dx.doi.org/10.1007/s12098-022-04088-1
33359918,Review on anticancerous therapeutic potential of Withania somnifera (L.) Dunal,"Singh N, Yadav SS, Rao AS, Nandal A, Kumar S, Ganaie SA, Narasihman B.",J Ethnopharmacol. 2021 Apr 24;270:113704. doi: 10.1016/j.jep.2020.113704. Epub 2020 Dec 25.,Singh N,J Ethnopharmacol,2021,28/12/20,,,10.1016/j.jep.2020.113704,https://linkinghub.elsevier.com/retrieve/pii/S0378-8741(20)33592-3
32962166,Metabolic Diversity and Therapeutic Potential of Holarrhena pubescens: An Important Ethnomedicinal Plant,"Zahara K, Panda SK, Swain SS, Luyten W.",Biomolecules. 2020 Sep 18;10(9):1341. doi: 10.3390/biom10091341.,Zahara K,Biomolecules,2020,23/09/20,PMC7565871,,10.3390/biom10091341,https://www.mdpi.com/resolver?pii=biom10091341
26878565,Phytotherapy for diabetes mellitus: back to nature,"Bharti SK, Krishnan S, Kumar A.",Minerva Endocrinol. 2016 Mar;41(1):143-6.,Bharti SK,Minerva Endocrinol,2016,16/02/16,,,,http://www.minervamedica.it/index2.t?show=R07Y2016N01A0143
33137454,"From ayurvedic folk medicine to preclinical neurotherapeutic role of a miraculous herb, Tinospora cordifolia","Sharma A, Bajaj P, Bhandari A, Kaur G.",Neurochem Int. 2020 Dec;141:104891. doi: 10.1016/j.neuint.2020.104891. Epub 2020 Nov 1.,Sharma A,Neurochem Int,2020,02/11/20,,,10.1016/j.neuint.2020.104891,https://linkinghub.elsevier.com/retrieve/pii/S0197-0186(20)30282-5
34560215,"Ethnobotanical, phytochemical, toxicology and anti-diabetic potential of Senna occidentalis (L.) link; A review","Lum Nde A, Chukwuma CI, Erukainure OL, Chukwuma MS, Matsabisa MG.",J Ethnopharmacol. 2022 Jan 30;283:114663. doi: 10.1016/j.jep.2021.114663. Epub 2021 Sep 21.,Lum Nde A,J Ethnopharmacol,2022,24/09/21,,,10.1016/j.jep.2021.114663,https://linkinghub.elsevier.com/retrieve/pii/S0378-8741(21)00892-8
36619602,The mechanistic role of neutrophil lymphocyte ratio perturbations in the leading non communicable lifestyle diseases,"Biswas M, Suvarna R, Krishnan S V, Devasia T, Shenoy Belle V, Prabhu K.",F1000Res. 2022 Aug 19;11:960. doi: 10.12688/f1000research.123245.1. eCollection 2022.,Biswas M,F1000Res,2022,09/01/23,PMC9780608,,10.12688/f1000research.123245.1,https://f1000research.com/articles/10.12688/f1000research.123245.1/doi
24501520,Comparative study of Vamana and Virechanakarma in controlling blood sugar levels in diabetes mellitus,"Jindal N, Joshi NP.",Ayu. 2013 Jul;34(3):263-9. doi: 10.4103/0974-8520.123115.,Jindal N,Ayu,2013,07/02/14,PMC3902591,,10.4103/0974-8520.123115,http://www.ayujournal.org/article.asp?issn=0974-8520;year=2013;volume=34;issue=3;spage=263;epage=269;aulast=Jindal;type=2
37301302,"Commiphora mukul (Hook. ex Stocks) Engl.: Historical records, application rules, phytochemistry, pharmacology, clinical research, and adverse reaction","Garang Z, Feng Q, Luo R, La M, Zhang J, Wu L, Wang Z, Zeweng Y, Jiangyong S.",J Ethnopharmacol. 2023 Dec 5;317:116717. doi: 10.1016/j.jep.2023.116717. Epub 2023 Jun 8.,Garang Z,J Ethnopharmacol,2023,10/06/23,,,10.1016/j.jep.2023.116717,https://linkinghub.elsevier.com/retrieve/pii/S0378-8741(23)00585-8
38271769,'Vidangadi Lauha' for obese type 2 diabetes mellitus patients - An open-label randomized controlled clinical trial,"Khobarkar P, Gulhane J, Nakanekar A.",J Ayurveda Integr Med. 2024 Jan-Feb;15(1):100878. doi: 10.1016/j.jaim.2023.100878. Epub 2024 Jan 24.,Khobarkar P,J Ayurveda Integr Med,2024,25/01/24,PMC10838903,,10.1016/j.jaim.2023.100878,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(23)00195-X
27984799,"Antidiabetic activity of Embelia ribes, embelin and its derivatives: A systematic review and meta-analysis","Durg S, Veerapur VP, Neelima S, Dhadde SB.",Biomed Pharmacother. 2017 Feb;86:195-204. doi: 10.1016/j.biopha.2016.12.001. Epub 2016 Dec 13.,Durg S,Biomed Pharmacother,2017,17/12/16,,,10.1016/j.biopha.2016.12.001,https://linkinghub.elsevier.com/retrieve/pii/S0753-3322(16)31378-6
2270847,Elementology of diabetes mellitus,Vohora SB.,Am J Chin Med. 1990;18(3-4):131-8. doi: 10.1142/S0192415X90000174.,Vohora SB,Am J Chin Med,1990,01/01/90,,,10.1142/S0192415X90000174,https://www.worldscientific.com/doi/10.1142/S0192415X90000174?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed
35298771,Severe Lead Toxicity Due to Ayurvedic Medicine in a Child with Type 1 Diabetes Mellitus: Authors' Reply,"Jain V, Roy K.",Indian J Pediatr. 2022 Jun;89(6):634. doi: 10.1007/s12098-022-04106-2. Epub 2022 Mar 17.,Jain V,Indian J Pediatr,2022,17/03/22,,,10.1007/s12098-022-04106-2,https://dx.doi.org/10.1007/s12098-022-04106-2
12020931,Medicinal plants of India with anti-diabetic potential,"Grover JK, Yadav S, Vats V.",J Ethnopharmacol. 2002 Jun;81(1):81-100. doi: 10.1016/s0378-8741(02)00059-4.,Grover JK,J Ethnopharmacol,2002,22/05/02,,,10.1016/s0378-8741(02)00059-4,https://linkinghub.elsevier.com/retrieve/pii/S0378874102000594
24511547,Phytochemical and pharmacological properties of Gymnema sylvestre: an important medicinal plant,"Tiwari P, Mishra BN, Sangwan NS.",Biomed Res Int. 2014;2014:830285. doi: 10.1155/2014/830285. Epub 2014 Jan 6.,Tiwari P,Biomed Res Int,2014,11/02/14,PMC3912882,,10.1155/2014/830285,https://doi.org/10.1155/2014/830285
24216165,Safety and toxicity issues associated with lead-based traditional herbo-metallic preparations,"Nagarajan S, Sivaji K, Krishnaswamy S, Pemiah B, Rajan KS, Krishnan UM, Sethuraman S.",J Ethnopharmacol. 2014;151(1):1-11. doi: 10.1016/j.jep.2013.10.037. Epub 2013 Nov 9.,Nagarajan S,J Ethnopharmacol,2014,13/11/13,,,10.1016/j.jep.2013.10.037,https://linkinghub.elsevier.com/retrieve/pii/S0378-8741(13)00744-7
32265097,A pilot cross-sectional survey on awareness and practice regarding Type 2 Diabetes mellitus and its management with Yoga,"Kumar P N, Balakrishnan R, Kana V.",J Ayurveda Integr Med. 2020 Apr-Jun;11(2):106-109. doi: 10.1016/j.jaim.2020.01.001. Epub 2020 Apr 4.,Kumar P N,J Ayurveda Integr Med,2020,09/04/20,PMC7329715,,10.1016/j.jaim.2020.01.001,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(20)30001-2
35754481,Effectiveness and Safety of Ayurvedic Medicines in Type 2 Diabetes Mellitus Management: A Systematic Review and Meta-Analysis,"Chattopadhyay K, Wang H, Kaur J, Nalbant G, Almaqhawi A, Kundakci B, Panniyammakal J, Heinrich M, Lewis SA, Greenfield SM, Tandon N, Biswas TK, Kinra S, Leonardi-Bee J.",Front Pharmacol. 2022 Jun 8;13:821810. doi: 10.3389/fphar.2022.821810. eCollection 2022.,Chattopadhyay K,Front Pharmacol,2022,27/06/22,PMC9213670,,10.3389/fphar.2022.821810,https://doi.org/10.3389/fphar.2022.821810
34833974,"Phytochemistry, Food Application, and Therapeutic Potential of the Medicinal Plant (Withania coagulans): A Review","Khan MI, Maqsood M, Saeed RA, Alam A, Sahar A, Kieliszek M, Miecznikowski A, Muzammil HS, Aadil RM.",Molecules. 2021 Nov 15;26(22):6881. doi: 10.3390/molecules26226881.,Khan MI,Molecules,2021,27/11/21,PMC8622323,,10.3390/molecules26226881,https://www.mdpi.com/resolver?pii=molecules26226881
22556618,A review of the history of prameha and diabetes mellitus,"Roy CK, Ojha JK, Bajpai HS.",Anc Sci Life. 1993 Jan;12(3-4):394-8.,Roy CK,Anc Sci Life,1993,05/05/12,PMC3336561,,,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/22556618/
32813403,Effectiveness and safety of Ayurvedic medicines in type 2 diabetes mellitus management: a systematic review protocol,"Chattopadhyay K, Panniyammakal J, Biswas TK, Heinrich M, Lewis SA, Greenfield SM, Tandon N, Kinra S, Leonardi-Bee J.",JBI Evid Synth. 2020 Nov;18(11):2380-2389. doi: 10.11124/JBISRIR-D-19-00350.,Chattopadhyay K,JBI Evid Synth,2020,20/08/20,,,10.11124/JBISRIR-D-19-00350,https://doi.org/10.11124/JBISRIR-D-19-00350
20336233,"Towards the elusive structure of kotalanol, a naturally occurring glucosidase inhibitor","Mohan S, Pinto BM.",Nat Prod Rep. 2010 Apr;27(4):481-8. doi: 10.1039/b925950c. Epub 2010 Feb 18.,Mohan S,Nat Prod Rep,2010,26/03/10,,,10.1039/b925950c,https://doi.org/10.1039/b925950c
29200746,Salacia - The new multi-targeted approach in diabetics,"Vyas N, Mehra R, Makhija R.",Ayu. 2016 Apr-Jun;37(2):92-97. doi: 10.4103/ayu.AYU_134_13.,Vyas N,Ayu,2016,05/12/17,PMC5688841,,10.4103/ayu.AYU_134_13,http://www.ayujournal.org/article.asp?issn=0974-8520;year=2016;volume=37;issue=2;spage=92;epage=97;aulast=Vyas
35209827,The Role of Medicinal Plants in the Diabetic Wound Healing Process,Chaudhary R.,Curr Diabetes Rev. 2023;19(4):e240222201410. doi: 10.2174/1573399818666220224122142.,Chaudhary R,Curr Diabetes Rev,2023,25/02/22,,,10.2174/1573399818666220224122142,No full text link found
34616293,A Qualitative Study on Medication Taking Behaviour Among People With Diabetes in Australia,"Ahmad A, Khan MU, Aslani P.",Front Pharmacol. 2021 Sep 20;12:693748. doi: 10.3389/fphar.2021.693748. eCollection 2021.,Ahmad A,Front Pharmacol,2021,07/10/21,PMC8488297,,10.3389/fphar.2021.693748,https://doi.org/10.3389/fphar.2021.693748
33549142,Could dysbiosis of inflammatory and anti-inflammatory gut bacteria have an implications in the development of type 2 diabetes? A pilot investigation,"Kulkarni P, Devkumar P, Chattopadhyay I.",BMC Res Notes. 2021 Feb 6;14(1):52. doi: 10.1186/s13104-021-05466-2.,Kulkarni P,BMC Res Notes,2021,07/02/21,PMC7868023,,10.1186/s13104-021-05466-2,https://bmcresnotes.biomedcentral.com/articles/10.1186/s13104-021-05466-2
32286941,"Traditional Uses, Therapeutic Effects and Recent Advances of Curcumin: A Mini-Review","Slika L, Patra D.",Mini Rev Med Chem. 2020;20(12):1072-1082. doi: 10.2174/1389557520666200414161316.,Slika L,Mini Rev Med Chem,2020,15/04/20,,,10.2174/1389557520666200414161316,https://www.eurekaselect.com/180888/article
